Unnamed: 0,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
16973,Fencing,melbourne-1956,sabre individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/lev-kuznetsov,Lev KUZNETSOV,Soviet Union,,URS
16974,Fencing,melbourne-1956,foil team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA
16975,Fencing,melbourne-1956,foil team men,Men,SILVER,GameTeam,France team,,,France,FR,FRA
16976,Fencing,melbourne-1956,foil team men,Men,BRONZE,GameTeam,Hungary team,,,Hungary,HU,HUN
16977,Fencing,melbourne-1956,foil individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/gillian-mary-sheen,Gillian Mary SHEEN,Great Britain,GB,GBR
16978,Fencing,melbourne-1956,foil individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/olga-orban-szabo,Olga ORBAN-SZABO,Romania,RO,ROU
16979,Fencing,melbourne-1956,foil individual women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/renee-garilhe,Renee GARILHE,France,FR,FRA
16980,Fencing,melbourne-1956,pe team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA
16981,Fencing,melbourne-1956,pe team men,Men,SILVER,GameTeam,Hungary team,,,Hungary,HU,HUN
16982,Fencing,melbourne-1956,pe team men,Men,BRONZE,GameTeam,France team,,,France,FR,FRA
16983,Fencing,melbourne-1956,pe individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/carlo-pavesi,Carlo PAVESI,Italy,IT,ITA
16984,Fencing,melbourne-1956,pe individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/giuseppe-delfino,Giuseppe DELFINO,Italy,IT,ITA
16985,Fencing,melbourne-1956,pe individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/edoardo-mangiarotti,Edoardo MANGIAROTTI,Italy,IT,ITA
16986,Fencing,melbourne-1956,foil individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/christian-d-oriola,Christian D'ORIOLA,France,FR,FRA
16987,Fencing,melbourne-1956,foil individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/giancarlo-bergamini,Giancarlo BERGAMINI,Italy,IT,ITA
16988,Fencing,melbourne-1956,foil individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/antonio-spallino,Antonio SPALLINO,Italy,IT,ITA
16989,Fencing,melbourne-1956,sabre team men,Men,GOLD,GameTeam,Hungary team,,,Hungary,HU,HUN
16990,Fencing,melbourne-1956,sabre team men,Men,SILVER,GameTeam,Poland team,,,Poland,PL,POL
16991,Fencing,melbourne-1956,sabre team men,Men,BRONZE,GameTeam,Soviet Union team,,,Soviet Union,,URS
16992,Canoe Marathon,melbourne-1956,K-2 10000m men,Men,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/janos-uranyi,Janos URANYI,Hungary,HU,HUN
16993,Canoe Marathon,melbourne-1956,K-2 10000m men,Men,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/laszlo-fabian,Laszlo FABIAN,Hungary,HU,HUN
16994,Canoe Marathon,melbourne-1956,K-2 10000m men,Men,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/fritz-briel,Fritz BRIEL,Germany,DE,GER
16995,Canoe Marathon,melbourne-1956,K-2 10000m men,Men,SILVER,GameTeam,Germany team,,Theo Kleine,Germany,DE,GER
16996,Canoe Marathon,melbourne-1956,K-2 10000m men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/dennis-allan-green,Dennis Allan GREEN,Australia,AU,AUS
16997,Canoe Marathon,melbourne-1956,K-2 10000m men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/walter-william-brown,Walter William BROWN,Australia,AU,AUS
16998,Canoe Marathon,melbourne-1956,C-2 10000m men,Men,GOLD,GameTeam,Soviet Union team,https://olympics.com/en/athletes/pavel-kharin,Pavel KHARIN,Soviet Union,,URS
16999,Canoe Marathon,melbourne-1956,C-2 10000m men,Men,GOLD,GameTeam,Soviet Union team,https://olympics.com/en/athletes/gratsian-botev,Gratsian BOTEV,Soviet Union,,URS
17000,Canoe Marathon,melbourne-1956,C-2 10000m men,Men,SILVER,GameTeam,France team,https://olympics.com/en/athletes/georges-dransart,Georges DRANSART,France,FR,FRA
17001,Canoe Marathon,melbourne-1956,C-2 10000m men,Men,SILVER,GameTeam,France team,https://olympics.com/en/athletes/marcel-renaud-1,Marcel RENAUD,France,FR,FRA
17002,Canoe Marathon,melbourne-1956,C-2 10000m men,Men,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/imre-farkas,Imre FARKAS,Hungary,HU,HUN
17003,Canoe Marathon,melbourne-1956,C-2 10000m men,Men,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/jozsef-hunics,Jozsef HUNICS,Hungary,HU,HUN
17004,Canoe Marathon,melbourne-1956,C-1 10000m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/leon-rotman,Leon ROTMAN,Romania,RO,ROU
17005,Canoe Marathon,melbourne-1956,C-1 10000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/janos-parti,Janos PARTI,Hungary,HU,HUN
17006,Canoe Marathon,melbourne-1956,C-1 10000m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/gennady-bukharin,Gennady BUKHARIN,Soviet Union,,URS
17007,Canoe Marathon,melbourne-1956,K-1 10000m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/gert-fredriksson,Gert FREDRIKSSON,Sweden,SE,SWE
17008,Canoe Marathon,melbourne-1956,K-1 10000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/ferenc-hatlaczky,Ferenc HATLACZKY,Hungary,HU,HUN
17009,Canoe Marathon,melbourne-1956,K-1 10000m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/michael-scheuer,Michael SCHEUER,Germany,DE,GER
17010,Gymnastics Artistic,melbourne-1956,parallel bars men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/viktor-ivanovich-chukarin,Viktor Ivanovich CHUKARIN,Soviet Union,,URS
17011,Gymnastics Artistic,melbourne-1956,parallel bars men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/masami-kubota,Masami KUBOTA,Japan,JP,JPN
17012,Gymnastics Artistic,melbourne-1956,parallel bars men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/takashi-ono,Takashi ONO,Japan,JP,JPN
17013,Gymnastics Artistic,melbourne-1956,parallel bars men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/masao-takemoto,Masao TAKEMOTO,Japan,JP,JPN
17014,Gymnastics Artistic,melbourne-1956,vault men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/valentin-muratov,Valentin MURATOV,Soviet Union,,URS
17015,Gymnastics Artistic,melbourne-1956,vault men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/helmut-bantz,Helmut BANTZ,Germany,DE,GER
17016,Gymnastics Artistic,melbourne-1956,vault men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/yuri-titov,Yuri TITOV,Soviet Union,,URS
17017,Gymnastics Artistic,melbourne-1956,floor exercises women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/larisa-latynina,Larisa LATYNINA,Soviet Union,,URS
17018,Gymnastics Artistic,melbourne-1956,floor exercises women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/agnes-keleti,Agnes KELETI,Hungary,HU,HUN
17019,Gymnastics Artistic,melbourne-1956,floor exercises women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/elena-leusteanu-popescu-teodorescu,Elena LEUSTEANU-POPESCU-TEODORESCU,Romania,RO,ROU
17020,Gymnastics Artistic,melbourne-1956,pommel horse men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/boris-shakhlin,Boris SHAKHLIN,Soviet Union,,URS
17021,Gymnastics Artistic,melbourne-1956,pommel horse men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/takashi-ono,Takashi ONO,Japan,JP,JPN
17022,Gymnastics Artistic,melbourne-1956,pommel horse men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/viktor-ivanovich-chukarin,Viktor Ivanovich CHUKARIN,Soviet Union,,URS
17023,Gymnastics Artistic,melbourne-1956,team portable apparatus women,Women,GOLD,GameTeam,Hungary team,,,Hungary,HU,HUN
17024,Gymnastics Artistic,melbourne-1956,team portable apparatus women,Women,SILVER,GameTeam,Sweden team,,,Sweden,SE,SWE
17025,Gymnastics Artistic,melbourne-1956,team portable apparatus women,Women,BRONZE,GameTeam,Soviet Union team,,,Soviet Union,,URS
17026,Gymnastics Artistic,melbourne-1956,team portable apparatus women,Women,BRONZE,GameTeam,Poland team,,,Poland,PL,POL
17027,Gymnastics Artistic,melbourne-1956,floor exercises men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/valentin-muratov,Valentin MURATOV,Soviet Union,,URS
17028,Gymnastics Artistic,melbourne-1956,floor exercises men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/viktor-ivanovich-chukarin,Viktor Ivanovich CHUKARIN,Soviet Union,,URS
17029,Gymnastics Artistic,melbourne-1956,floor exercises men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/nobuyuki-aihara,Nobuyuki AIHARA,Japan,JP,JPN
17030,Gymnastics Artistic,melbourne-1956,floor exercises men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/william-thoresson,William THORESSON,Sweden,SE,SWE
17031,Gymnastics Artistic,melbourne-1956,team competition women,Women,GOLD,GameTeam,Soviet Union team,,,Soviet Union,,URS
17032,Gymnastics Artistic,melbourne-1956,team competition women,Women,SILVER,GameTeam,Hungary team,,,Hungary,HU,HUN
17033,Gymnastics Artistic,melbourne-1956,team competition women,Women,BRONZE,GameTeam,Romania team,,,Romania,RO,ROU
17034,Gymnastics Artistic,melbourne-1956,vault women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/larisa-latynina,Larisa LATYNINA,Soviet Union,,URS
17035,Gymnastics Artistic,melbourne-1956,vault women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/tamara-manina,Tamara MANINA,Soviet Union,,URS
17036,Gymnastics Artistic,melbourne-1956,vault women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/ann-sofi-colling-pettersson,Ann-Sofi COLLING-PETTERSSON,Sweden,SE,SWE
17037,Gymnastics Artistic,melbourne-1956,vault women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/olga-tass-lemhenyi,Olga TASS LEMHENYI,Hungary,HU,HUN
17038,Gymnastics Artistic,melbourne-1956,balance beam women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/agnes-keleti,Agnes KELETI,Hungary,HU,HUN
17039,Gymnastics Artistic,melbourne-1956,balance beam women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/eva-vechtova-bosakova,Eva VECHTOVA-BOSAKOVA,Czechoslovakia,CSHH,TCH
17040,Gymnastics Artistic,melbourne-1956,balance beam women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/tamara-manina,Tamara MANINA,Soviet Union,,URS
17041,Gymnastics Artistic,melbourne-1956,uneven bars women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/agnes-keleti,Agnes KELETI,Hungary,HU,HUN
17042,Gymnastics Artistic,melbourne-1956,uneven bars women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/larisa-latynina,Larisa LATYNINA,Soviet Union,,URS
17043,Gymnastics Artistic,melbourne-1956,uneven bars women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/sofiya-muratova,Sofiya MURATOVA,Soviet Union,,URS
17044,Gymnastics Artistic,melbourne-1956,rings men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/albert-azaryan,Albert AZARYAN,Soviet Union,,URS
17045,Gymnastics Artistic,melbourne-1956,rings men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/valentin-muratov,Valentin MURATOV,Soviet Union,,URS
17046,Gymnastics Artistic,melbourne-1956,rings men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/masao-takemoto,Masao TAKEMOTO,Japan,JP,JPN
17047,Gymnastics Artistic,melbourne-1956,rings men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/masami-kubota,Masami KUBOTA,Japan,JP,JPN
17048,Gymnastics Artistic,melbourne-1956,individual all-round men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/viktor-ivanovich-chukarin,Viktor Ivanovich CHUKARIN,Soviet Union,,URS
17049,Gymnastics Artistic,melbourne-1956,individual all-round men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/takashi-ono,Takashi ONO,Japan,JP,JPN
17050,Gymnastics Artistic,melbourne-1956,individual all-round men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/yuri-titov,Yuri TITOV,Soviet Union,,URS
17051,Gymnastics Artistic,melbourne-1956,individual all-round women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/larisa-latynina,Larisa LATYNINA,Soviet Union,,URS
17052,Gymnastics Artistic,melbourne-1956,individual all-round women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/agnes-keleti,Agnes KELETI,Hungary,HU,HUN
17053,Gymnastics Artistic,melbourne-1956,individual all-round women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/sofiya-muratova,Sofiya MURATOVA,Soviet Union,,URS
17054,Gymnastics Artistic,melbourne-1956,horizontal bar men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/takashi-ono,Takashi ONO,Japan,JP,JPN
17055,Gymnastics Artistic,melbourne-1956,horizontal bar men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yuri-titov,Yuri TITOV,Soviet Union,,URS
17056,Gymnastics Artistic,melbourne-1956,horizontal bar men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/masao-takemoto,Masao TAKEMOTO,Japan,JP,JPN
17057,Gymnastics Artistic,melbourne-1956,team competition men,Men,GOLD,GameTeam,Soviet Union team,,,Soviet Union,,URS
17058,Gymnastics Artistic,melbourne-1956,team competition men,Men,SILVER,GameTeam,Japan team,,,Japan,JP,JPN
17059,Gymnastics Artistic,melbourne-1956,team competition men,Men,BRONZE,GameTeam,Finland team,,,Finland,FI,FIN
17060,Football,melbourne-1956,football men,Men,GOLD,GameTeam,Soviet Union team,,,Soviet Union,,URS
17061,Football,melbourne-1956,football men,Men,SILVER,GameTeam,Yugoslavia team,,,Yugoslavia,YUCS,YUG
17062,Football,melbourne-1956,football men,Men,BRONZE,GameTeam,Bulgaria team,,,Bulgaria,BG,BUL
17063,Cross Country Skiing,cortina-d-ampezzo-1956,Relay 3x5km women,Women,GOLD,GameTeam,Finland team,,,Finland,FI,FIN
17064,Cross Country Skiing,cortina-d-ampezzo-1956,Relay 3x5km women,Women,SILVER,GameTeam,Soviet Union team,,,Soviet Union,,URS
17065,Cross Country Skiing,cortina-d-ampezzo-1956,Relay 3x5km women,Women,BRONZE,GameTeam,Sweden team,,,Sweden,SE,SWE
17066,Cross Country Skiing,cortina-d-ampezzo-1956,15km men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/hallgeir-brenden,Hallgeir BRENDEN,Norway,NO,NOR
17067,Cross Country Skiing,cortina-d-ampezzo-1956,15km men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sixten-jernberg,Sixten JERNBERG,Sweden,SE,SWE
17068,Cross Country Skiing,cortina-d-ampezzo-1956,15km men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/pavel-kolchin,Pavel KOLCHIN,Soviet Union,,URS
17069,Cross Country Skiing,cortina-d-ampezzo-1956,10km women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lyubov-baranova,Lyubov BARANOVA,Soviet Union,,URS
17070,Cross Country Skiing,cortina-d-ampezzo-1956,10km women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/radya-yeroshina,Radya YEROSHINA,Soviet Union,,URS
17071,Cross Country Skiing,cortina-d-ampezzo-1956,10km women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/sonja-edstrom,Sonja EDSTRÖM,Sweden,SE,SWE
17072,Cross Country Skiing,cortina-d-ampezzo-1956,30km mass start men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/veikko-hakulinen,Veikko HAKULINEN,Finland,FI,FIN
17073,Cross Country Skiing,cortina-d-ampezzo-1956,30km mass start men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sixten-jernberg,Sixten JERNBERG,Sweden,SE,SWE
17074,Cross Country Skiing,cortina-d-ampezzo-1956,30km mass start men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/pavel-kolchin,Pavel KOLCHIN,Soviet Union,,URS
17075,Cross Country Skiing,cortina-d-ampezzo-1956,50km men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/sixten-jernberg,Sixten JERNBERG,Sweden,SE,SWE
17076,Cross Country Skiing,cortina-d-ampezzo-1956,50km men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/veikko-hakulinen,Veikko HAKULINEN,Finland,FI,FIN
17077,Cross Country Skiing,cortina-d-ampezzo-1956,50km men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/fyodor-terentyev,Fyodor TERENTYEV,Soviet Union,,URS
17078,Cross Country Skiing,cortina-d-ampezzo-1956,Relay 4x10km men,Men,GOLD,GameTeam,Soviet Union team,,,Soviet Union,,URS
17079,Cross Country Skiing,cortina-d-ampezzo-1956,Relay 4x10km men,Men,SILVER,GameTeam,Finland team,,,Finland,FI,FIN
17080,Cross Country Skiing,cortina-d-ampezzo-1956,Relay 4x10km men,Men,BRONZE,GameTeam,Sweden team,,,Sweden,SE,SWE
17081,Figure skating,cortina-d-ampezzo-1956,special figures women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/tenley-albright,Tenley ALBRIGHT,United States of America,US,USA
17082,Figure skating,cortina-d-ampezzo-1956,special figures women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/carol-heiss,Carol HEISS,United States of America,US,USA
17083,Figure skating,cortina-d-ampezzo-1956,special figures women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/ingrid-wendl,Ingrid WENDL,Austria,AT,AUT
17084,Figure skating,cortina-d-ampezzo-1956,Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/hayes-allen-jenkins,Hayes Allen JENKINS,United States of America,US,USA
17085,Figure skating,cortina-d-ampezzo-1956,Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/ronald-robertson,Ronald ROBERTSON,United States of America,US,USA
17086,Figure skating,cortina-d-ampezzo-1956,Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/david-jenkins,David JENKINS,United States of America,US,USA
17087,Figure skating,cortina-d-ampezzo-1956,Pairs mixed,Mixed,GOLD,GameTeam,Austria team #1,,Sissy Schwarz,Austria,AT,AUT
17088,Figure skating,cortina-d-ampezzo-1956,Pairs mixed,Mixed,GOLD,GameTeam,Austria team #1,https://olympics.com/en/athletes/kurt-oppelt,Kurt OPPELT,Austria,AT,AUT
17089,Figure skating,cortina-d-ampezzo-1956,Pairs mixed,Mixed,SILVER,GameTeam,Canada team #1,https://olympics.com/en/athletes/frances-dafoe,Frances DAFOE,Canada,CA,CAN
17090,Figure skating,cortina-d-ampezzo-1956,Pairs mixed,Mixed,SILVER,GameTeam,Canada team #1,https://olympics.com/en/athletes/norris-bowden,Norris BOWDEN,Canada,CA,CAN
17091,Figure skating,cortina-d-ampezzo-1956,Pairs mixed,Mixed,BRONZE,GameTeam,Hungary team,,Marianna Nagy,Hungary,HU,HUN
17092,Figure skating,cortina-d-ampezzo-1956,Pairs mixed,Mixed,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/laszlo-nagy,Laszlo NAGY,Hungary,HU,HUN
17093,Nordic Combined,cortina-d-ampezzo-1956,Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/sverre-stenersen,Sverre STENERSEN,Norway,NO,NOR
17094,Nordic Combined,cortina-d-ampezzo-1956,Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/bengt-eriksson,Bengt ERIKSSON,Sweden,SE,SWE
17095,Nordic Combined,cortina-d-ampezzo-1956,Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/franciszek-gasienica-gron,Franciszek GASIENICA-GRON,Poland,PL,POL
17096,Ski Jumping,cortina-d-ampezzo-1956,Normal Hill Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/antti-hyvarinen-1,Antti HYVÄRINEN,Finland,FI,FIN
17097,Ski Jumping,cortina-d-ampezzo-1956,Normal Hill Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/aulis-kallakorpi,Aulis KALLAKORPI,Finland,FI,FIN
17098,Ski Jumping,cortina-d-ampezzo-1956,Normal Hill Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/harry-glass,Harry GLASS,Germany,DE,GER
17099,Ice Hockey,cortina-d-ampezzo-1956,ice hockey men,Men,GOLD,GameTeam,Soviet Union team,,,Soviet Union,,URS
17100,Ice Hockey,cortina-d-ampezzo-1956,ice hockey men,Men,SILVER,GameTeam,United States team,,,United States of America,US,USA
17101,Ice Hockey,cortina-d-ampezzo-1956,ice hockey men,Men,BRONZE,GameTeam,Canada team,,,Canada,CA,CAN
17102,Bobsleigh,cortina-d-ampezzo-1956,twoman men,Men,GOLD,GameTeam,Italy team #1,https://olympics.com/en/athletes/lamberto-dalla-costa,Lamberto DALLA COSTA,Italy,IT,ITA
17103,Bobsleigh,cortina-d-ampezzo-1956,twoman men,Men,GOLD,GameTeam,Italy team #1,https://olympics.com/en/athletes/giacomo-conti,Giacomo CONTI,Italy,IT,ITA
17104,Bobsleigh,cortina-d-ampezzo-1956,twoman men,Men,SILVER,GameTeam,Italy team #2,https://olympics.com/en/athletes/eugenio-monti,Eugenio MONTI,Italy,IT,ITA
17105,Bobsleigh,cortina-d-ampezzo-1956,twoman men,Men,SILVER,GameTeam,Italy team #2,https://olympics.com/en/athletes/renzo-alvera,Renzo ALVERA,Italy,IT,ITA
17106,Bobsleigh,cortina-d-ampezzo-1956,twoman men,Men,BRONZE,GameTeam,Switzerland team #1,https://olympics.com/en/athletes/max-angst,Max ANGST,Switzerland,CH,SUI
17107,Bobsleigh,cortina-d-ampezzo-1956,twoman men,Men,BRONZE,GameTeam,Switzerland team #1,https://olympics.com/en/athletes/harry-warburton,Harry WARBURTON,Switzerland,CH,SUI
17108,Bobsleigh,cortina-d-ampezzo-1956,fourman men,Men,GOLD,GameTeam,Switzerland team #1,,,Switzerland,CH,SUI
17109,Bobsleigh,cortina-d-ampezzo-1956,fourman men,Men,SILVER,GameTeam,Italy team #2,,,Italy,IT,ITA
17110,Bobsleigh,cortina-d-ampezzo-1956,fourman men,Men,BRONZE,GameTeam,United States team #1,,,United States of America,US,USA
17111,Alpine Skiing,cortina-d-ampezzo-1956,slalom women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/renee-colliard,Renée COLLIARD,Switzerland,CH,SUI
17112,Alpine Skiing,cortina-d-ampezzo-1956,slalom women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/regina-schopf,Regina SCHÖPF,Austria,AT,AUT
17113,Alpine Skiing,cortina-d-ampezzo-1956,slalom women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/yevgeniya-sidorova,Yevgeniya SIDOROVA,Soviet Union,,URS
17114,Alpine Skiing,cortina-d-ampezzo-1956,giant slalom women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ossi-reichert,Ossi REICHERT,Germany,DE,GER
17115,Alpine Skiing,cortina-d-ampezzo-1956,giant slalom women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/josefine-frandl,Josefine FRANDL,Austria,AT,AUT
17116,Alpine Skiing,cortina-d-ampezzo-1956,giant slalom women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/dorothea-hochleitner,Dorothea HOCHLEITNER,Austria,AT,AUT
17117,Alpine Skiing,cortina-d-ampezzo-1956,downhill women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/madeleine-berthod,Madeleine BERTHOD,Switzerland,CH,SUI
17118,Alpine Skiing,cortina-d-ampezzo-1956,downhill women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/frieda-danzer,Frieda DÄNZER,Switzerland,CH,SUI
17119,Alpine Skiing,cortina-d-ampezzo-1956,downhill women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/lucile-wheeler,Lucile WHEELER,Canada,CA,CAN
17120,Alpine Skiing,cortina-d-ampezzo-1956,downhill men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/anton-sailer,Anton SAILER,Austria,AT,AUT
17121,Alpine Skiing,cortina-d-ampezzo-1956,downhill men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/raymond-fellay,Raymond FELLAY,Switzerland,CH,SUI
17122,Alpine Skiing,cortina-d-ampezzo-1956,downhill men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/andreas-molterer,Andreas MOLTERER,Austria,AT,AUT
17123,Alpine Skiing,cortina-d-ampezzo-1956,slalom men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/anton-sailer,Anton SAILER,Austria,AT,AUT
17124,Alpine Skiing,cortina-d-ampezzo-1956,slalom men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/chiharu-igaya,Chiharu IGAYA,Japan,JP,JPN
17125,Alpine Skiing,cortina-d-ampezzo-1956,slalom men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/stig-sollander,Stig SOLLANDER,Sweden,SE,SWE
17126,Alpine Skiing,cortina-d-ampezzo-1956,giant slalom men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/anton-sailer,Anton SAILER,Austria,AT,AUT
17127,Alpine Skiing,cortina-d-ampezzo-1956,giant slalom men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/andreas-molterer,Andreas MOLTERER,Austria,AT,AUT
17128,Alpine Skiing,cortina-d-ampezzo-1956,giant slalom men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/walter-schuster,Walter SCHUSTER,Austria,AT,AUT
17129,Speed skating,cortina-d-ampezzo-1956,5000m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/boris-shilkov,Boris SHILKOV,Soviet Union,,URS
17130,Speed skating,cortina-d-ampezzo-1956,5000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sigvard-ericsson,Sigvard ERICSSON,Sweden,SE,SWE
17131,Speed skating,cortina-d-ampezzo-1956,5000m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/oleg-goncharenko,Oleg GONCHARENKO,Soviet Union,,URS
17132,Speed skating,cortina-d-ampezzo-1956,500m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yevgeny-grishin,Yevgeny GRISHIN,Soviet Union,,URS
17133,Speed skating,cortina-d-ampezzo-1956,500m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/rafael-grach,Rafael GRACH,Soviet Union,,URS
17134,Speed skating,cortina-d-ampezzo-1956,500m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/alv-gjestvang,Alv GJESTVANG,Norway,NO,NOR
17135,Speed skating,cortina-d-ampezzo-1956,10000m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/sigvard-ericsson,Sigvard ERICSSON,Sweden,SE,SWE
17136,Speed skating,cortina-d-ampezzo-1956,10000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/knut-johannesen,Knut JOHANNESEN,Norway,NO,NOR
17137,Speed skating,cortina-d-ampezzo-1956,10000m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/oleg-goncharenko,Oleg GONCHARENKO,Soviet Union,,URS
